00:00:01,0.10,2.00,26.2,LENSS_TSL_0005
00:01:01,0.10,2.00,26.2,LENSS_TSL_0005
00:02:01,0.10,2.00,26.2,LENSS_TSL_0005
00:03:01,0.10,2.00,26.2,LENSS_TSL_0005
00:04:00,0.10,2.00,26.2,LENSS_TSL_0005
00:05:00,0.10,2.00,26.2,LENSS_TSL_0005
00:06:00,0.10,2.00,26.2,LENSS_TSL_0005
00:07:00,0.10,2.00,26.2,LENSS_TSL_0005
00:08:00,0.10,2.00,26.2,LENSS_TSL_0005
00:09:00,0.10,1.94,26.2,LENSS_TSL_0005
00:10:00,0.10,1.78,26.2,LENSS_TSL_0005
00:11:00,0.10,2.00,26.2,LENSS_TSL_0005
00:12:00,0.10,2.00,26.2,LENSS_TSL_0005
00:13:00,0.10,2.00,26.2,LENSS_TSL_0005
00:14:00,0.10,2.00,26.2,LENSS_TSL_0005
00:15:01,0.10,2.00,26.2,LENSS_TSL_0005
00:16:01,0.10,2.00,26.2,LENSS_TSL_0005
00:17:01,0.10,1.94,26.2,LENSS_TSL_0005
00:18:01,0.10,2.00,26.2,LENSS_TSL_0005
00:19:01,0.10,1.89,26.2,LENSS_TSL_0005
00:20:01,0.10,1.94,26.2,LENSS_TSL_0005
00:21:01,0.10,2.00,26.2,LENSS_TSL_0005
00:22:01,0.10,2.00,26.2,LENSS_TSL_0005
00:23:01,0.10,2.00,26.2,LENSS_TSL_0005
00:24:01,0.10,2.00,26.2,LENSS_TSL_0005
00:25:01,0.10,2.00,26.1,LENSS_TSL_0005
00:26:01,0.10,1.89,26.1,LENSS_TSL_0005
00:27:00,0.10,2.00,26.1,LENSS_TSL_0005
00:28:00,0.10,1.78,26.1,LENSS_TSL_0005
00:29:00,0.10,2.00,26.1,LENSS_TSL_0005
00:30:00,0.10,1.89,26.1,LENSS_TSL_0005
00:31:00,0.10,2.00,26.1,LENSS_TSL_0005
00:32:00,0.10,1.72,26.1,LENSS_TSL_0005
00:33:00,0.10,1.72,26.1,LENSS_TSL_0005
00:34:00,0.10,1.94,26.0,LENSS_TSL_0005
00:35:00,0.10,1.94,26.0,LENSS_TSL_0005
00:36:00,0.10,1.83,25.9,LENSS_TSL_0005
00:37:00,0.10,1.94,25.9,LENSS_TSL_0005
00:38:00,0.10,1.94,25.9,LENSS_TSL_0005
00:39:01,0.10,1.94,25.9,LENSS_TSL_0005
00:40:01,0.10,1.78,25.9,LENSS_TSL_0005
00:41:01,0.10,1.83,25.8,LENSS_TSL_0005
00:42:01,0.10,1.78,25.8,LENSS_TSL_0005
00:43:01,0.10,1.89,25.8,LENSS_TSL_0005
00:44:01,0.10,1.72,25.8,LENSS_TSL_0005
00:45:01,0.10,1.78,25.8,LENSS_TSL_0005
00:46:01,0.10,1.83,25.7,LENSS_TSL_0005
00:47:01,0.10,1.83,25.7,LENSS_TSL_0005
00:48:01,0.10,1.83,25.7,LENSS_TSL_0005
00:49:01,0.10,1.83,25.7,LENSS_TSL_0005
00:51:01,0.10,1.80,25.6,LENSS_TSL_0005
00:52:01,0.10,1.89,25.6,LENSS_TSL_0005
00:53:01,0.10,1.83,25.6,LENSS_TSL_0005
00:54:01,0.10,1.72,25.6,LENSS_TSL_0005
00:55:01,0.10,1.78,25.6,LENSS_TSL_0005
00:56:01,0.10,1.78,25.5,LENSS_TSL_0005
00:57:01,0.10,1.89,25.5,LENSS_TSL_0005
00:58:01,0.10,1.94,25.5,LENSS_TSL_0005
00:59:01,0.10,1.67,25.5,LENSS_TSL_0005
01:00:01,0.10,2.00,25.4,LENSS_TSL_0005
01:01:01,0.10,2.00,25.4,LENSS_TSL_0005
01:02:00,0.10,1.88,25.4,LENSS_TSL_0005
01:03:00,0.10,1.89,25.4,LENSS_TSL_0005
01:04:00,0.10,2.00,25.4,LENSS_TSL_0005
01:05:00,0.10,2.00,25.3,LENSS_TSL_0005
01:06:00,0.10,2.00,25.3,LENSS_TSL_0005
01:07:00,0.10,1.94,25.3,LENSS_TSL_0005
01:08:00,0.10,2.00,25.3,LENSS_TSL_0005
01:09:00,0.10,1.83,25.3,LENSS_TSL_0005
01:10:00,0.10,1.89,25.3,LENSS_TSL_0005
01:11:00,0.10,2.00,25.3,LENSS_TSL_0005
01:12:00,0.10,1.94,25.3,LENSS_TSL_0005
01:13:00,0.10,1.89,25.2,LENSS_TSL_0005
01:14:01,0.10,2.00,25.3,LENSS_TSL_0005
01:15:01,0.10,2.00,25.3,LENSS_TSL_0005
01:16:01,0.10,2.00,25.3,LENSS_TSL_0005
01:17:01,0.10,2.00,25.3,LENSS_TSL_0005
01:18:01,0.10,2.00,25.3,LENSS_TSL_0005
01:19:01,0.10,2.00,25.3,LENSS_TSL_0005
01:20:01,0.10,2.00,25.3,LENSS_TSL_0005
01:21:01,0.10,2.00,25.3,LENSS_TSL_0005
01:22:01,0.10,2.00,25.3,LENSS_TSL_0005
01:23:01,0.10,2.00,25.4,LENSS_TSL_0005
01:24:01,0.10,2.00,25.4,LENSS_TSL_0005
01:25:00,0.10,2.00,25.4,LENSS_TSL_0005
01:26:00,0.10,2.00,25.4,LENSS_TSL_0005
01:27:00,0.10,2.00,25.4,LENSS_TSL_0005
01:28:00,0.10,2.00,25.4,LENSS_TSL_0005
01:29:00,0.10,2.00,25.4,LENSS_TSL_0005
01:30:00,0.10,2.00,25.4,LENSS_TSL_0005
01:31:00,0.10,2.00,25.4,LENSS_TSL_0005
01:32:00,0.10,2.00,25.4,LENSS_TSL_0005
01:33:00,0.10,2.00,25.4,LENSS_TSL_0005
